customer_id,region,data_usage_mb_2_months_ago,data_usage_mb_last_month,data_usage_mb_this_month,days_since_recharge,complaints_last_30_days,plan_type,account_age_months,churn_risk
C-03639,Lahore South,7780,7344,7248,8,0,prepaid,21,low
C-01552,Lahore Central,6329,6249,1490,31,2,prepaid,5,high
C-03859,Lahore Central,3157,3126,3150,11,0,prepaid,3,low
C-02017,Lahore North,5080,4683,1703,49,4,prepaid,12,high
C-00335,Lahore Central,5106,4667,1377,30,3,prepaid,34,high
C-01373,Lahore South,6461,5817,1758,39,2,prepaid,4,high
C-03535,Lahore South,7352,7189,7093,13,0,postpaid,4,low
C-00228,Lahore South,3019,2976,855,77,5,postpaid,24,high
C-01831,Lahore Central,3717,3235,963,52,4,postpaid,15,high
C-00398,Lahore North,7124,6425,2183,57,2,prepaid,3,high
C-02757,Lahore South,5287,5088,1535,72,5,prepaid,39,high
C-03522,Lahore Central,2976,2801,2810,10,1,prepaid,34,low
C-02683,Lahore Central,5075,4838,1117,60,3,postpaid,24,high
C-00841,Lahore Central,5901,5318,1857,44,5,postpaid,33,high
C-03959,Lahore North,4673,4494,4456,12,0,prepaid,60,low
C-03056,Lahore Central,5381,5465,1211,49,5,postpaid,12,high
C-04178,Lahore North,6700,6602,6524,9,1,prepaid,58,low
C-01182,Lahore South,4453,3998,1076,55,2,postpaid,44,high
C-02173,Lahore Central,2756,2780,997,71,3,prepaid,3,high
C-01294,Lahore North,5663,5584,1254,66,3,prepaid,8,high
C-02634,Lahore Central,4722,4050,1094,72,5,prepaid,46,high
C-03370,Lahore South,7566,7353,7300,20,1,postpaid,15,low
C-00188,Lahore South,7063,6555,2215,35,5,prepaid,18,high
C-00950,Lahore North,4272,4320,1164,84,3,prepaid,9,high
C-04142,Lahore North,5875,6070,6211,17,1,postpaid,41,low
C-02036,Lahore Central,4679,4691,1306,48,5,prepaid,31,high
C-02086,Lahore North,7445,6780,1900,88,3,prepaid,4,high
C-02748,Lahore South,6038,5816,2142,89,4,postpaid,52,high
C-03028,Lahore Central,2697,2438,810,71,4,postpaid,24,high
C-00382,Lahore North,6057,5714,1272,47,4,prepaid,51,high
C-00914,Lahore North,7800,7548,2515,40,3,prepaid,5,high
C-02595,Lahore South,2696,2561,898,47,5,prepaid,15,high
C-01349,Lahore Central,5884,5991,1440,39,2,prepaid,15,high
C-03661,Lahore North,2567,2524,2606,14,0,prepaid,35,low
C-00991,Lahore North,4275,4112,967,76,5,prepaid,6,high
C-02893,Lahore South,6459,5686,1745,52,2,prepaid,3,high
C-02836,Lahore South,2151,1939,713,62,4,prepaid,20,high
C-00520,Lahore South,5734,5583,1782,57,3,postpaid,60,high
C-01601,Lahore South,6773,5794,2000,78,2,prepaid,17,high
C-01382,Lahore South,3044,2681,742,61,5,postpaid,47,high
C-00852,Lahore North,2511,2297,612,46,4,prepaid,31,high
C-02448,Lahore North,6080,5799,2000,87,5,postpaid,3,high
C-01456,Lahore North,3463,3331,1086,37,4,postpaid,33,high
C-01500,Lahore Central,3685,3239,779,48,4,prepaid,9,high
C-00081,Lahore North,3034,2823,629,59,4,postpaid,13,high
C-00143,Lahore North,6636,6616,2353,88,5,postpaid,52,high
C-04250,Lahore North,2118,2132,2102,2,0,prepaid,43,low
C-03580,Lahore North,7070,6759,6829,20,0,prepaid,6,low
C-00776,Lahore South,7690,7660,2036,63,3,prepaid,42,high
C-01762,Lahore Central,6926,6927,2291,62,3,prepaid,32,high
C-00167,Lahore Central,3215,2768,705,67,4,postpaid,41,high
C-04455,Lahore Central,6127,6350,6091,2,1,postpaid,57,low
C-02798,Lahore Central,7791,7410,1764,51,5,prepaid,38,high
C-03948,Lahore Central,2712,2914,2787,10,1,prepaid,30,low
C-03379,Lahore North,2040,1923,1989,7,1,postpaid,4,low
C-00208,Lahore South,5365,4892,1682,69,4,postpaid,17,high
C-04493,Lahore South,6751,6926,6776,19,0,prepaid,23,low
C-04339,Lahore North,6470,6269,6205,20,0,prepaid,60,low
C-02516,Lahore North,5062,4679,946,33,2,postpaid,37,high
C-03063,Lahore South,3846,3489,1107,62,3,prepaid,36,high
C-04653,Lahore South,4374,4339,4419,17,0,postpaid,38,low
C-01616,Lahore South,6858,6260,2065,50,5,prepaid,35,high
C-03121,Lahore North,7969,7053,1494,41,3,postpaid,9,high
C-04632,Lahore South,6128,6101,6389,5,1,prepaid,52,low
C-00807,Lahore North,7053,6304,1719,74,4,postpaid,32,high
C-04784,Lahore North,3139,3177,3269,5,1,postpaid,38,low
C-00533,Lahore North,7544,6813,2368,84,2,prepaid,57,high
C-00080,Lahore North,7339,6288,1296,42,2,prepaid,18,high
C-03839,Lahore Central,6582,6722,7015,12,1,postpaid,56,low
C-04128,Lahore South,3905,3911,4033,17,0,prepaid,57,low
C-00761,Lahore Central,6235,6257,1831,58,2,prepaid,14,high
C-01578,Lahore South,2174,2032,420,67,5,postpaid,55,high
C-03330,Lahore South,4620,4763,4995,19,0,postpaid,49,low
C-02398,Lahore South,3525,3405,1220,33,4,prepaid,45,high
C-04773,Lahore South,2813,2926,2900,14,1,prepaid,50,low
C-00673,Lahore South,3397,2903,965,85,5,postpaid,58,high
C-03037,Lahore North,3862,3801,1032,56,4,prepaid,17,high
C-01816,Lahore South,7261,6678,1864,81,2,prepaid,35,high
C-04988,Lahore North,3596,3508,3462,12,0,prepaid,45,low
C-01313,Lahore North,5504,5165,1775,49,2,postpaid,29,high
C-00684,Lahore North,2158,1890,744,41,2,postpaid,20,high
C-01300,Lahore Central,3052,2972,845,46,4,postpaid,44,high
C-03367,Lahore South,4701,4819,5046,3,1,prepaid,27,low
C-01052,Lahore Central,5318,5305,2085,76,5,postpaid,42,high
C-01696,Lahore North,4797,4457,1636,66,5,prepaid,10,high
C-02204,Lahore North,7385,6644,1670,87,5,prepaid,49,high
C-00180,Lahore South,7061,6061,1311,72,5,postpaid,41,high
C-03594,Lahore North,5983,5622,5540,3,0,postpaid,55,low
C-01166,Lahore North,3967,3621,993,63,5,prepaid,10,high
C-03998,Lahore North,3857,3815,3948,11,1,postpaid,31,low
C-03150,Lahore Central,2059,2034,417,77,3,prepaid,11,high
C-01438,Lahore Central,5638,5274,1904,48,5,prepaid,17,high
C-02195,Lahore Central,4330,3925,1104,80,2,postpaid,56,high
C-02819,Lahore North,7879,6915,1608,48,2,postpaid,6,high
C-03928,Lahore South,7634,7340,6998,11,1,postpaid,54,low
C-04741,Lahore South,4968,4860,4843,17,0,postpaid,60,low
C-01658,Lahore South,6594,5794,2160,67,3,prepaid,12,high
C-00210,Lahore South,6672,6787,1984,79,5,postpaid,13,high
C-00046,Lahore Central,3071,2942,742,58,5,prepaid,10,high
C-03939,Lahore Central,6559,6302,6308,13,1,postpaid,27,low
C-00479,Lahore South,6280,5784,1776,66,3,postpaid,22,high
C-02085,Lahore North,4284,3959,1347,34,2,postpaid,59,high
C-00290,Lahore South,2055,1837,453,51,4,prepaid,19,high
C-04489,Lahore Central,7814,7344,7572,12,1,postpaid,42,low
C-04477,Lahore South,7165,6900,7225,6,1,prepaid,27,low
C-00344,Lahore Central,2602,2247,518,80,3,postpaid,23,high
C-04885,Lahore South,4384,4477,4471,3,1,prepaid,60,low
C-03826,Lahore North,7212,6789,7018,20,0,prepaid,27,low
C-01569,Lahore North,2474,2203,481,44,5,prepaid,54,high
C-02618,Lahore Central,5564,5466,1231,39,3,postpaid,34,high
C-04792,Lahore South,5367,5029,5261,7,1,postpaid,14,low
C-03345,Lahore North,7510,7489,7728,11,1,postpaid,11,low
C-00327,Lahore Central,3146,3059,910,71,2,prepaid,56,high
C-04612,Lahore Central,4340,4336,4346,13,0,postpaid,21,low
C-04144,Lahore South,6561,6599,6374,6,0,prepaid,33,low
C-04832,Lahore Central,7272,7271,7284,9,1,prepaid,27,low
C-04918,Lahore North,7792,7751,7407,16,0,postpaid,33,low
C-02668,Lahore North,3813,3440,1276,30,2,prepaid,44,high
C-02345,Lahore South,5260,5043,1469,87,2,postpaid,14,high
C-01465,Lahore North,6646,6047,2295,58,3,prepaid,35,high
C-04394,Lahore North,6513,6701,6483,3,0,postpaid,30,low
C-02117,Lahore South,3936,3447,1071,78,3,prepaid,54,high
C-00720,Lahore North,4460,3860,1080,76,2,postpaid,53,high
C-03962,Lahore South,6909,7119,7268,14,1,prepaid,54,low
C-03431,Lahore South,2975,2906,3035,15,0,prepaid,45,low
C-03204,Lahore South,4496,4487,4553,4,1,prepaid,32,low
C-00612,Lahore South,4705,4575,1355,60,3,prepaid,44,high
C-04557,Lahore Central,7896,8154,7897,7,1,postpaid,20,low
C-04777,Lahore North,7310,7378,7574,16,1,postpaid,18,low
C-03565,Lahore South,3508,3362,3241,6,0,postpaid,35,low
C-01995,Lahore North,4961,4805,1542,66,4,postpaid,31,high
C-02771,Lahore South,7505,7304,2305,41,3,prepaid,12,high
C-02114,Lahore South,2575,2310,715,38,2,postpaid,16,high
C-04115,Lahore Central,6036,6131,6268,2,1,postpaid,26,low
C-03448,Lahore North,7027,7126,6797,15,1,prepaid,60,low
C-04856,Lahore North,7556,6996,7084,18,1,prepaid,5,low
C-02344,Lahore South,6619,6256,2424,69,2,postpaid,12,high
C-01158,Lahore South,7672,6953,2194,69,4,postpaid,24,high
C-00619,Lahore Central,3083,2677,643,73,5,prepaid,41,high
C-02002,Lahore Central,2177,2034,471,47,3,prepaid,34,high
C-03832,Lahore North,4503,4234,4299,10,0,postpaid,30,low
C-04699,Lahore South,6358,6069,6208,13,0,prepaid,49,low
C-03312,Lahore North,2065,2105,2123,7,0,prepaid,13,low
C-02290,Lahore South,7423,6639,1653,70,4,prepaid,26,high
C-02367,Lahore North,5287,4591,1418,59,2,prepaid,57,high
C-00846,Lahore North,7654,7798,2048,73,2,prepaid,3,high
C-01867,Lahore North,3166,3052,1074,70,2,postpaid,36,high
C-04816,Lahore South,7703,8219,7821,9,1,postpaid,8,low
C-03456,Lahore Central,6979,6470,6286,11,0,prepaid,50,low
C-01712,Lahore North,4206,4257,1192,40,3,postpaid,59,high
C-00001,Lahore North,7238,6289,2190,44,3,prepaid,46,high
C-04112,Lahore Central,4462,4706,4662,10,1,prepaid,31,low
C-02932,Lahore Central,4797,4120,1308,80,2,prepaid,10,high
C-01792,Lahore South,6443,6122,1956,66,2,postpaid,58,high
C-04634,Lahore Central,7132,6731,6603,6,0,postpaid,15,low
C-00507,Lahore North,2289,2172,866,51,3,postpaid,45,high
C-02125,Lahore South,2633,2507,851,40,5,prepaid,16,high
C-02715,Lahore Central,4953,5024,1443,60,4,postpaid,27,high
C-03811,Lahore North,3782,3949,3989,16,1,postpaid,52,low
C-04819,Lahore South,4171,4112,4123,11,0,prepaid,12,low
C-02591,Lahore North,3516,3126,1180,34,5,postpaid,30,high
C-02414,Lahore South,7073,7077,2572,76,2,prepaid,54,high
C-00048,Lahore South,6526,5711,1287,53,2,postpaid,16,high
C-00661,Lahore South,4083,3801,1239,77,4,postpaid,26,high
C-04454,Lahore South,5091,5299,5144,1,0,postpaid,44,low
C-02462,Lahore North,6986,7087,1623,70,3,prepaid,10,high
C-03264,Lahore North,3202,3376,3451,10,0,prepaid,58,low
C-01130,Lahore North,5083,5035,1367,83,2,prepaid,32,high
C-01014,Lahore North,5716,5662,1691,75,3,prepaid,58,high
C-01955,Lahore South,3024,3002,812,56,5,postpaid,49,high
C-03879,Lahore North,7599,8104,8242,2,1,postpaid,4,low
C-03234,Lahore North,3636,3891,3997,16,0,prepaid,29,low
C-02336,Lahore North,3914,3756,1212,33,2,postpaid,31,high
C-04974,Lahore South,4165,4446,4530,4,0,prepaid,32,low
C-03943,Lahore South,7959,7701,8041,16,1,postpaid,35,low
C-03720,Lahore North,3861,4117,4112,19,1,postpaid,43,low
C-02752,Lahore Central,4897,4499,1239,51,3,postpaid,44,high
C-02149,Lahore South,3192,3199,1230,53,2,postpaid,32,high
C-00949,Lahore Central,3682,3497,839,52,2,prepaid,12,high
C-01309,Lahore South,2392,2102,818,41,4,postpaid,33,high
C-02530,Lahore Central,5277,4963,1490,32,5,prepaid,19,high
C-00508,Lahore Central,4936,4621,1705,86,3,postpaid,9,high
C-02720,Lahore North,5659,4984,1847,30,5,postpaid,11,high
C-04365,Lahore Central,4175,4061,4087,18,1,prepaid,14,low
C-02347,Lahore North,7427,7073,1926,87,3,prepaid,56,high
C-03270,Lahore South,6985,7479,7181,18,1,prepaid,39,low
C-02440,Lahore South,2434,2296,542,37,5,prepaid,7,high
C-04968,Lahore South,4673,4645,4434,10,0,prepaid,32,low
C-00331,Lahore Central,4348,3708,1344,57,3,prepaid,9,high
C-02722,Lahore South,4342,3729,1243,71,3,prepaid,53,high
C-01200,Lahore Central,7060,6881,2006,41,2,postpaid,47,high
C-04427,Lahore Central,7649,7420,7597,12,0,prepaid,32,low
C-03490,Lahore South,7192,7630,7688,8,0,postpaid,15,low
C-04468,Lahore South,2139,1979,2017,9,1,postpaid,36,low
C-03506,Lahore South,5358,5316,5407,18,0,prepaid,24,low
C-01566,Lahore Central,3607,3393,1262,73,2,postpaid,6,high
C-02121,Lahore Central,3902,3383,732,58,5,prepaid,50,high
C-01678,Lahore North,5864,5310,1593,45,5,postpaid,52,high
C-03880,Lahore Central,6674,6926,6628,8,1,postpaid,55,low
C-03814,Lahore South,5960,6089,6327,3,1,postpaid,35,low
C-04173,Lahore South,3586,3537,3475,13,1,postpaid,22,low
C-00642,Lahore South,5961,5847,2055,73,5,prepaid,33,high
C-02926,Lahore South,7605,6545,1546,74,4,postpaid,23,high
C-00492,Lahore Central,6231,6214,2263,80,3,prepaid,22,high
C-03145,Lahore North,3576,3189,748,45,4,prepaid,5,high
C-01034,Lahore South,7797,7501,2181,68,2,postpaid,5,high
C-04450,Lahore North,4630,4861,4632,7,0,prepaid,51,low
C-00698,Lahore North,5094,4640,1053,61,5,postpaid,37,high
C-03368,Lahore Central,7714,7191,7357,9,1,postpaid,22,low
C-02521,Lahore North,2353,2235,549,46,2,postpaid,10,high
C-04920,Lahore Central,4838,4803,4805,14,0,prepaid,18,low
C-01390,Lahore North,2443,2367,787,60,3,prepaid,12,high
C-01394,Lahore North,2491,2490,513,62,3,prepaid,28,high
C-01412,Lahore South,2730,2353,805,46,5,postpaid,51,high
C-01250,Lahore North,5348,4946,1892,85,3,prepaid,21,high
C-00757,Lahore Central,7009,7076,2224,63,2,prepaid,31,high
C-04967,Lahore South,2128,2291,2291,1,0,prepaid,13,low
C-00885,Lahore North,3807,3283,1040,86,5,prepaid,16,high
C-04642,Lahore North,2673,2569,2685,1,0,prepaid,54,low
C-02140,Lahore Central,4013,3721,1272,45,3,prepaid,7,high
C-02141,Lahore Central,5091,4444,1144,81,5,postpaid,38,high
C-02851,Lahore North,4425,4145,1584,75,4,prepaid,58,high
C-00765,Lahore North,2935,2847,930,63,5,prepaid,27,high
C-04338,Lahore South,5753,6006,5737,3,0,postpaid,12,low
C-01444,Lahore South,6733,6214,2410,76,3,postpaid,60,high
C-02992,Lahore South,6870,6231,2233,87,5,prepaid,7,high
C-04385,Lahore Central,5355,5401,5348,5,0,prepaid,54,low
C-00498,Lahore North,6687,6570,1595,71,3,prepaid,20,high
C-04864,Lahore Central,7674,7870,8046,3,1,postpaid,16,low
C-01422,Lahore North,2256,2296,814,89,4,postpaid,33,high
C-04277,Lahore Central,4086,4353,4291,17,0,postpaid,10,low
C-03465,Lahore North,4556,4341,4160,3,1,prepaid,30,low
C-02486,Lahore Central,2361,2229,788,37,2,prepaid,4,high
C-01599,Lahore Central,2365,2127,489,31,2,prepaid,54,high
C-03091,Lahore Central,3121,2805,1040,34,3,prepaid,3,high
C-00245,Lahore Central,4597,4409,1278,63,4,prepaid,59,high
C-01474,Lahore Central,2174,1953,642,30,5,postpaid,11,high
C-00047,Lahore North,2616,2643,893,64,2,postpaid,40,high
C-00743,Lahore North,5171,5178,1879,65,4,prepaid,12,high
C-04590,Lahore Central,3150,2935,2845,12,0,prepaid,5,low
C-01121,Lahore North,5471,5544,1724,30,5,postpaid,44,high
C-00822,Lahore North,5135,4719,1354,72,3,postpaid,11,high
C-02506,Lahore South,5129,5192,1192,48,2,postpaid,33,high
C-01715,Lahore North,5243,4603,921,42,3,postpaid,22,high
C-01508,Lahore Central,4888,4405,1175,79,5,prepaid,20,high
C-04811,Lahore North,5448,5410,5214,8,1,postpaid,50,low
C-03503,Lahore Central,3566,3621,3606,19,1,prepaid,16,low
C-02792,Lahore North,3419,2973,879,60,4,postpaid,60,high
C-02768,Lahore South,7341,6725,2373,51,5,postpaid,25,high
C-03357,Lahore Central,6282,6709,7031,19,1,postpaid,56,low
C-01315,Lahore Central,6712,5770,2011,89,5,prepaid,30,high
C-01788,Lahore Central,7876,7305,1519,47,4,prepaid,50,high
C-03537,Lahore South,5097,5104,5336,6,1,prepaid,53,low
C-00446,Lahore Central,5653,5654,1169,69,3,postpaid,34,high
C-02176,Lahore North,2001,1980,472,87,5,postpaid,9,high
C-00505,Lahore Central,2465,2432,876,55,4,prepaid,49,high
C-04646,Lahore North,7097,7019,7099,3,0,prepaid,50,low
C-01426,Lahore North,5510,5003,1754,42,4,postpaid,33,high
C-01640,Lahore South,4647,4156,1095,81,5,postpaid,28,high
C-02123,Lahore Central,7515,7015,2510,51,4,prepaid,34,high
C-00378,Lahore Central,3149,2776,1022,33,4,prepaid,34,high
C-04117,Lahore Central,2157,2080,2153,19,0,postpaid,14,low
C-01973,Lahore South,7479,6607,2159,75,2,postpaid,41,high
C-02100,Lahore South,6385,6084,2335,62,5,postpaid,51,high
C-02229,Lahore Central,4736,4161,1371,74,2,prepaid,33,high
C-01948,Lahore North,4635,4231,967,73,3,prepaid,27,high
C-02391,Lahore South,4840,4485,1386,81,2,postpaid,8,high
C-01219,Lahore South,6914,6258,2041,73,3,postpaid,14,high
C-04123,Lahore South,4841,4488,4674,2,0,prepaid,55,low
C-00064,Lahore South,3631,3177,664,69,2,postpaid,29,high
C-00233,Lahore South,2469,2130,697,62,3,prepaid,12,high
C-04297,Lahore South,6964,7191,7242,12,1,postpaid,35,low
C-02997,Lahore South,2766,2402,740,66,2,postpaid,59,high
C-04368,Lahore Central,4050,3991,3960,20,1,prepaid,55,low
C-03545,Lahore North,2945,3150,3101,11,0,postpaid,52,low
C-00574,Lahore North,6448,6069,1325,86,3,postpaid,24,high
C-02709,Lahore Central,7826,6764,2165,54,4,prepaid,15,high
C-01809,Lahore North,4294,4370,1386,36,2,postpaid,20,high
C-03383,Lahore North,6986,7295,7133,7,1,prepaid,40,low
C-02990,Lahore North,6307,5823,1965,33,5,prepaid,12,high
C-01037,Lahore South,5267,4705,1166,35,2,prepaid,13,high
C-01542,Lahore North,7785,7312,2212,71,3,postpaid,44,high
C-02736,Lahore South,3596,3129,642,44,2,prepaid,51,high
C-01436,Lahore South,7403,7159,2058,74,2,prepaid,54,high
C-02523,Lahore Central,4327,4173,1509,65,3,postpaid,49,high
C-04349,Lahore South,4336,4029,3918,18,1,postpaid,41,low
C-00690,Lahore South,2769,2598,1029,54,4,postpaid,13,high
C-02379,Lahore Central,3875,3670,1064,31,5,postpaid,28,high
C-00265,Lahore North,6170,5665,1178,38,4,postpaid,36,high
C-02548,Lahore North,5365,5450,1795,62,4,postpaid,26,high
C-03156,Lahore North,5240,4851,1652,60,4,prepaid,49,high
C-04374,Lahore South,4092,4163,4179,10,1,prepaid,21,low
C-02447,Lahore Central,5220,4694,1823,51,4,postpaid,39,high
C-04836,Lahore North,7345,7864,7614,19,0,postpaid,4,low
C-04900,Lahore North,7362,6803,6527,2,1,prepaid,16,low
C-01240,Lahore South,7640,6972,1474,89,5,prepaid,18,high
C-04058,Lahore North,3899,3707,3870,2,0,prepaid,42,low
C-04244,Lahore South,7389,7529,7580,15,0,postpaid,53,low
C-00171,Lahore Central,2699,2336,512,53,3,prepaid,40,high
C-02820,Lahore South,5599,5534,1906,72,5,prepaid,56,high
C-00601,Lahore Central,6518,5829,2208,60,3,postpaid,28,high
C-01102,Lahore North,6004,5105,1580,85,2,postpaid,33,high
C-04688,Lahore Central,6520,6715,6961,18,1,prepaid,5,low
C-03043,Lahore Central,2709,2316,798,88,3,prepaid,60,high
C-04232,Lahore North,4243,3913,3812,19,0,prepaid,45,low
C-03222,Lahore Central,6753,6840,7022,20,0,prepaid,34,low
C-03802,Lahore South,6738,6238,6455,20,0,prepaid,33,low
C-01149,Lahore South,6911,6799,2208,54,5,postpaid,59,high
C-01877,Lahore North,2883,2739,982,66,2,prepaid,51,high
C-03951,Lahore Central,7253,7178,7455,13,1,postpaid,18,low
C-03064,Lahore Central,6233,5591,2014,31,5,postpaid,19,high
C-02633,Lahore Central,4546,4490,972,79,2,prepaid,19,high
C-01874,Lahore South,6160,5580,1860,52,2,prepaid,9,high
C-03662,Lahore Central,2267,2134,2101,7,1,postpaid,24,low
C-02552,Lahore South,5362,4603,1647,40,2,postpaid,23,high
C-03786,Lahore North,2645,2757,2778,5,0,prepaid,33,low
C-03127,Lahore South,4180,3684,1029,83,2,prepaid,30,high
C-01109,Lahore Central,5898,5517,1123,89,3,prepaid,20,high
C-03512,Lahore South,6919,6605,6323,18,0,prepaid,28,low
C-02843,Lahore North,5021,4756,1833,67,4,prepaid,7,high
C-04661,Lahore South,5252,4859,4748,8,0,prepaid,15,low
C-00122,Lahore South,3840,3911,1496,37,3,postpaid,48,high
C-00891,Lahore North,7980,7363,2757,50,5,prepaid,60,high
C-04253,Lahore South,7215,7147,7301,10,1,prepaid,14,low
C-00254,Lahore Central,4786,4561,1197,50,4,postpaid,11,high
C-00421,Lahore North,2842,2847,953,44,2,prepaid,57,high
C-01910,Lahore North,4812,4239,1111,75,5,postpaid,34,high
C-01728,Lahore South,7490,6877,2436,57,4,prepaid,41,high
C-00474,Lahore North,2210,1956,640,60,2,postpaid,53,high
C-00760,Lahore North,4494,4410,1134,57,4,prepaid,47,high
C-03716,Lahore Central,3997,4234,4330,11,0,postpaid,4,low
C-03316,Lahore North,7105,7351,7299,15,1,postpaid,21,low
C-01937,Lahore North,3301,3312,986,64,4,prepaid,50,high
C-02296,Lahore South,4193,4135,1594,46,2,prepaid,19,high
C-00591,Lahore North,3507,3112,1141,37,3,prepaid,57,high
C-01797,Lahore North,2537,2484,831,89,5,postpaid,43,high
C-03563,Lahore Central,7921,7792,7880,20,1,postpaid,20,low
C-03699,Lahore North,6024,5879,5857,8,0,prepaid,40,low
C-01883,Lahore North,5753,5573,1822,43,4,postpaid,51,high
C-04770,Lahore Central,7006,7239,7373,8,0,postpaid,18,low
C-00678,Lahore South,2068,1999,596,49,2,postpaid,54,high
C-01663,Lahore North,5487,5316,1462,40,2,prepaid,15,high
C-01701,Lahore South,3542,3174,761,46,5,postpaid,8,high
C-01798,Lahore North,7627,7181,1698,78,3,prepaid,22,high
C-01826,Lahore South,4855,4914,1304,89,3,prepaid,15,high
C-03032,Lahore South,6767,6776,1725,57,5,prepaid,48,high
C-03308,Lahore Central,3129,3253,3114,10,0,prepaid,26,low
C-04872,Lahore Central,3195,3378,3472,16,1,prepaid,25,low
C-03673,Lahore South,5447,5747,5982,20,0,prepaid,8,low
C-00486,Lahore South,4343,4332,1628,46,5,postpaid,39,high
C-04029,Lahore North,3890,4049,4181,20,0,prepaid,29,low
C-02193,Lahore South,7395,7364,2568,63,5,prepaid,30,high
C-00972,Lahore South,2503,2139,447,52,2,postpaid,27,high
C-02662,Lahore North,4187,4053,912,72,3,postpaid,22,high
C-01791,Lahore South,7192,6202,1833,35,5,prepaid,9,high
C-04033,Lahore Central,6680,6498,6506,19,1,prepaid,17,low
C-03481,Lahore South,2040,1933,1949,14,0,postpaid,14,low
C-04435,Lahore North,4052,3786,3898,18,0,postpaid,48,low
C-01838,Lahore North,5398,5343,1516,89,3,prepaid,26,high
C-00723,Lahore North,5557,5116,1911,77,2,postpaid,6,high
C-03351,Lahore Central,3950,3873,3692,11,0,postpaid,11,low
C-04622,Lahore South,4948,5271,5480,7,0,prepaid,49,low
C-00021,Lahore South,2159,1876,511,45,2,prepaid,59,high
C-04569,Lahore Central,4011,4213,4151,13,1,prepaid,35,low
C-04199,Lahore South,5838,5374,5143,8,1,postpaid,39,low
C-00901,Lahore South,4994,4639,965,41,2,prepaid,11,high
